,note,octave,dynamics,string,reference,klass,semitone,pitch_reference,microphone,filename,pack_filename,pack_name,pack_description,class,class_num,scale
422,G,6.0,,1.0,0,bad-dynamics-errors,79.0,442.0,akg,GoodSounds/violin_raquel_dynamics_stability/akg/0143.wav,0143.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
423,G,6.0,,1.0,0,bad-dynamics-errors,79.0,442.0,neumann,GoodSounds/violin_raquel_dynamics_stability/neumann/0143.wav,0143.wav,violin_raquel_dynamics_stability,Notes to study dynamics stability,bad-dynamics,1,False
424,G#,3.0,,4.0,0,bad-pitch-vibrato,44.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0000.wav,0000.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
425,G#,3.0,,4.0,0,bad-pitch-vibrato,44.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0000.wav,0000.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
426,A,3.0,,4.0,0,bad-pitch-vibrato,45.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0001.wav,0001.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
427,A,3.0,,4.0,0,bad-pitch-vibrato,45.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0001.wav,0001.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
428,A#,3.0,,4.0,0,bad-pitch-vibrato,46.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0002.wav,0002.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
429,A#,3.0,,4.0,0,bad-pitch-vibrato,46.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0002.wav,0002.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
430,B,3.0,,4.0,0,bad-pitch-vibrato,47.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0003.wav,0003.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
431,B,3.0,,4.0,0,bad-pitch-vibrato,47.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0003.wav,0003.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
432,C,4.0,,4.0,0,bad-pitch-vibrato,48.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0004.wav,0004.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
433,C,4.0,,4.0,0,bad-pitch-vibrato,48.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0004.wav,0004.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
434,C#,4.0,,4.0,0,bad-pitch-vibrato,49.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0005.wav,0005.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
435,C#,4.0,,4.0,0,bad-pitch-vibrato,49.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0005.wav,0005.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
436,D,4.0,,4.0,0,bad-pitch-vibrato,50.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0006.wav,0006.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
437,D,4.0,,4.0,0,bad-pitch-vibrato,50.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0006.wav,0006.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
438,D#,4.0,,3.0,0,bad-pitch-vibrato,51.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0007.wav,0007.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
439,D#,4.0,,3.0,0,bad-pitch-vibrato,51.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0007.wav,0007.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
440,E,4.0,,3.0,0,bad-pitch-vibrato,52.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0008.wav,0008.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
441,E,4.0,,3.0,0,bad-pitch-vibrato,52.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0008.wav,0008.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
442,F,4.0,,3.0,0,bad-pitch-vibrato,53.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0009.wav,0009.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
443,F,4.0,,3.0,0,bad-pitch-vibrato,53.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0009.wav,0009.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
444,F#,4.0,,3.0,0,bad-pitch-vibrato,54.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0010.wav,0010.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
445,F#,4.0,,3.0,0,bad-pitch-vibrato,54.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0010.wav,0010.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
446,G,4.0,,3.0,0,bad-pitch-vibrato,55.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0011.wav,0011.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
447,G,4.0,,3.0,0,bad-pitch-vibrato,55.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0011.wav,0011.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
448,G#,4.0,,3.0,0,bad-pitch-vibrato,56.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0012.wav,0012.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
449,G#,4.0,,3.0,0,bad-pitch-vibrato,56.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0012.wav,0012.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
450,A,4.0,,3.0,0,bad-pitch-vibrato,57.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0013.wav,0013.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
451,A,4.0,,3.0,0,bad-pitch-vibrato,57.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0013.wav,0013.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
452,A#,4.0,,2.0,0,bad-pitch-vibrato,58.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0014.wav,0014.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
453,A#,4.0,,2.0,0,bad-pitch-vibrato,58.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0014.wav,0014.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
454,B,4.0,,2.0,0,bad-pitch-vibrato,59.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0015.wav,0015.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
455,B,4.0,,2.0,0,bad-pitch-vibrato,59.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0015.wav,0015.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
456,C,5.0,,2.0,0,bad-pitch-vibrato,60.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0016.wav,0016.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
457,C,5.0,,2.0,0,bad-pitch-vibrato,60.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0016.wav,0016.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
458,C#,5.0,,2.0,0,bad-pitch-vibrato,61.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0017.wav,0017.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
459,C#,5.0,,2.0,0,bad-pitch-vibrato,61.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0017.wav,0017.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
460,D,5.0,,2.0,0,bad-pitch-vibrato,62.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0018.wav,0018.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
461,D,5.0,,2.0,0,bad-pitch-vibrato,62.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0018.wav,0018.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
462,D#,5.0,,2.0,0,bad-pitch-vibrato,63.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0019.wav,0019.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
463,D#,5.0,,2.0,0,bad-pitch-vibrato,63.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0019.wav,0019.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
464,E,5.0,,2.0,0,bad-pitch-vibrato,64.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0020.wav,0020.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
465,E,5.0,,2.0,0,bad-pitch-vibrato,64.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0020.wav,0020.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
466,F,5.0,,1.0,0,bad-pitch-vibrato,65.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0021.wav,0021.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
467,F,5.0,,1.0,0,bad-pitch-vibrato,65.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0021.wav,0021.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
468,F#,5.0,,1.0,0,bad-pitch-vibrato,66.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0022.wav,0022.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
469,F#,5.0,,1.0,0,bad-pitch-vibrato,66.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0022.wav,0022.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
470,G,5.0,,1.0,0,bad-pitch-vibrato,67.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0023.wav,0023.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
471,G,5.0,,1.0,0,bad-pitch-vibrato,67.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0023.wav,0023.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
472,G#,5.0,,1.0,0,bad-pitch-vibrato,68.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0024.wav,0024.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
473,G#,5.0,,1.0,0,bad-pitch-vibrato,68.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0024.wav,0024.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
474,A,5.0,,1.0,0,bad-pitch-vibrato,69.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0025.wav,0025.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
475,A,5.0,,1.0,0,bad-pitch-vibrato,69.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0025.wav,0025.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
476,A#,5.0,,1.0,0,bad-pitch-vibrato,70.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0026.wav,0026.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
477,A#,5.0,,1.0,0,bad-pitch-vibrato,70.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0026.wav,0026.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
478,B,5.0,,1.0,0,bad-pitch-vibrato,71.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0027.wav,0027.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
479,B,5.0,,1.0,0,bad-pitch-vibrato,71.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0027.wav,0027.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
480,C,6.0,,1.0,0,bad-pitch-vibrato,72.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0028.wav,0028.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
481,C,6.0,,1.0,0,bad-pitch-vibrato,72.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0028.wav,0028.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
482,C#,6.0,,1.0,0,bad-pitch-vibrato,73.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0029.wav,0029.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
483,C#,6.0,,1.0,0,bad-pitch-vibrato,73.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0029.wav,0029.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
484,D,6.0,,1.0,0,bad-pitch-vibrato,74.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0030.wav,0030.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
485,D,6.0,,1.0,0,bad-pitch-vibrato,74.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0030.wav,0030.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
486,D#,6.0,,1.0,0,bad-pitch-vibrato,75.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0031.wav,0031.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
487,D#,6.0,,1.0,0,bad-pitch-vibrato,75.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0031.wav,0031.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
488,E,6.0,,1.0,0,bad-pitch-vibrato,76.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0032.wav,0032.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
489,E,6.0,,1.0,0,bad-pitch-vibrato,76.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0032.wav,0032.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
490,F,6.0,,1.0,0,bad-pitch-vibrato,77.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0033.wav,0033.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
491,F,6.0,,1.0,0,bad-pitch-vibrato,77.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0033.wav,0033.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
492,F#,6.0,,1.0,0,bad-pitch-vibrato,78.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0034.wav,0034.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
493,F#,6.0,,1.0,0,bad-pitch-vibrato,78.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0034.wav,0034.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
494,G,6.0,,1.0,0,bad-pitch-vibrato,79.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0035.wav,0035.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
495,G,6.0,,1.0,0,bad-pitch-vibrato,79.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0035.wav,0035.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
496,G#,3.0,,4.0,0,bad-pitch-errors,44.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0036.wav,0036.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
497,G#,3.0,,4.0,0,bad-pitch-errors,44.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0036.wav,0036.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
498,A,3.0,,4.0,0,bad-pitch-errors,45.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0037.wav,0037.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
499,A,3.0,,4.0,0,bad-pitch-errors,45.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0037.wav,0037.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
500,A#,3.0,,4.0,0,bad-pitch-errors,46.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0038.wav,0038.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
501,A#,3.0,,4.0,0,bad-pitch-errors,46.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0038.wav,0038.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
502,B,3.0,,4.0,0,bad-pitch-errors,47.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0039.wav,0039.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
503,B,3.0,,4.0,0,bad-pitch-errors,47.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0039.wav,0039.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
504,C,4.0,,4.0,0,bad-pitch-errors,48.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0040.wav,0040.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
505,C,4.0,,4.0,0,bad-pitch-errors,48.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0040.wav,0040.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
506,C#,4.0,,4.0,0,bad-pitch-errors,49.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0041.wav,0041.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
507,C#,4.0,,4.0,0,bad-pitch-errors,49.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0041.wav,0041.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
508,D,4.0,,4.0,0,bad-pitch-errors,50.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0042.wav,0042.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
509,D,4.0,,4.0,0,bad-pitch-errors,50.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0042.wav,0042.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
510,D#,4.0,,3.0,0,bad-pitch-errors,51.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0043.wav,0043.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
511,D#,4.0,,3.0,0,bad-pitch-errors,51.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0043.wav,0043.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
512,E,4.0,,3.0,0,bad-pitch-errors,52.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0044.wav,0044.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
513,E,4.0,,3.0,0,bad-pitch-errors,52.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0044.wav,0044.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
514,F,4.0,,3.0,0,bad-pitch-errors,53.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0045.wav,0045.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
515,F,4.0,,3.0,0,bad-pitch-errors,53.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0045.wav,0045.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
516,F#,4.0,,3.0,0,bad-pitch-errors,54.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0046.wav,0046.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
517,F#,4.0,,3.0,0,bad-pitch-errors,54.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0046.wav,0046.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
518,G,4.0,,3.0,0,bad-pitch-errors,55.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0047.wav,0047.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
519,G,4.0,,3.0,0,bad-pitch-errors,55.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0047.wav,0047.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
520,G#,4.0,,3.0,0,bad-pitch-errors,56.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0048.wav,0048.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
521,G#,4.0,,3.0,0,bad-pitch-errors,56.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0048.wav,0048.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
522,A,4.0,,3.0,0,bad-pitch-errors,57.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0049.wav,0049.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
523,A,4.0,,3.0,0,bad-pitch-errors,57.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0049.wav,0049.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
524,A#,4.0,,2.0,0,bad-pitch-errors,58.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0050.wav,0050.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
525,A#,4.0,,2.0,0,bad-pitch-errors,58.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0050.wav,0050.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
526,B,4.0,,2.0,0,bad-pitch-errors,59.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0051.wav,0051.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
527,B,4.0,,2.0,0,bad-pitch-errors,59.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0051.wav,0051.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
528,C,5.0,,2.0,0,bad-pitch-errors,60.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0052.wav,0052.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
529,C,5.0,,2.0,0,bad-pitch-errors,60.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0052.wav,0052.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
530,C#,5.0,,2.0,0,bad-pitch-errors,61.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0053.wav,0053.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
531,C#,5.0,,2.0,0,bad-pitch-errors,61.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0053.wav,0053.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
532,D,5.0,,2.0,0,bad-pitch-errors,62.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0054.wav,0054.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
533,D,5.0,,2.0,0,bad-pitch-errors,62.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0054.wav,0054.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
534,D#,5.0,,2.0,0,bad-pitch-errors,63.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0055.wav,0055.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
535,D#,5.0,,2.0,0,bad-pitch-errors,63.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0055.wav,0055.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
536,E,5.0,,2.0,0,bad-pitch-errors,64.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0056.wav,0056.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
537,E,5.0,,2.0,0,bad-pitch-errors,64.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0056.wav,0056.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
538,F,5.0,,1.0,0,bad-pitch-errors,65.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0057.wav,0057.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
539,F,5.0,,1.0,0,bad-pitch-errors,65.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0057.wav,0057.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
540,F#,5.0,,1.0,0,bad-pitch-errors,66.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0058.wav,0058.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
541,F#,5.0,,1.0,0,bad-pitch-errors,66.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0058.wav,0058.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
542,G,5.0,,1.0,0,bad-pitch-errors,67.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0059.wav,0059.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
543,G,5.0,,1.0,0,bad-pitch-errors,67.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0059.wav,0059.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
544,G#,5.0,,1.0,0,bad-pitch-errors,68.0,442.0,akg,GoodSounds/violin_raquel_pitch_stability/akg/0060.wav,0060.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
545,G#,5.0,,1.0,0,bad-pitch-errors,68.0,442.0,neumann,GoodSounds/violin_raquel_pitch_stability/neumann/0060.wav,0060.wav,violin_raquel_pitch_stability,Notes to measure pitch stability,bad-pitch,2,False
